#{"t_start": 1642286527.870901, "env_id": null}
r,l,t 
158.613946,30,457.209949
162.339639,29,457.217993
144.482654,39,457.242983
154.413168,33,457.251982
165.586202,27,457.259982
135.137728,44,457.272959
183.232018,15,457.277957
159.521451,30,457.28598
130.162492,43,457.298988
148.99949,34,457.308982
154.843659,33,457.317984
182.942251,15,457.322984
122.321806,50,457.336989
122.676273,46,457.349985
196.718357,4,457.351985
150.254369,36,457.361949
50.421797,80,457.384997
102.937032,59,457.401976
166.808082,26,457.40895
160.993226,30,457.417984
105.081184,57,457.434949
192.007267,8,457.436986
107.843787,57,457.453983
58.219878,76,457.474981
153.2555,33,457.484987
46.934573,81,458.104976
108.040226,57,458.142976
194.497546,6,458.144976
153.750148,34,458.155976
12.747335,93,458.186976
189.629586,10,458.190976
182.852029,15,458.195976
123.813852,49,458.212018
189.744249,10,458.215009
198.885116,2,458.216012
-10.575323,101,458.248975
90.574495,65,458.26902
174.716274,21,458.275011
155.24468,33,458.286011
131.098226,46,458.300009
149.110835,36,458.311009
83.775265,67,458.331004
125.270147,48,458.344985
62.47563,75,458.366009
83.864818,67,458.385013
190.700165,9,458.388008
155.240779,33,458.397007
7.277288,95,458.423977
197.86344,3,458.42498
77.491158,70,458.445008
171.750993,23,458.465009
111.369569,51,458.480007
152.0683,35,458.490985
89.248383,65,458.509978
109.886487,55,458.526015
188.489685,11,458.530007
163.446404,28,458.541979
156.067419,31,458.55401
130.129641,46,458.567988
168.669441,25,458.575986
148.773076,35,458.586025
144.996332,38,458.597008
174.771252,21,458.603009
156.744276,32,458.613008
152.16373,35,458.623009
161.807877,29,458.630977
198.922768,2,458.632012
153.653542,34,458.642009
96.229616,62,458.660009
103.193945,59,458.677017
81.848895,68,458.697017
198.889507,2,458.697017
61.567741,76,458.718987
44.211945,82,458.742014
188.264595,11,458.746016
130.168577,46,459.344756
92.718651,62,459.380757
150.402172,36,459.393759
77.000201,67,459.41476
115.966252,53,459.432758
104.503915,58,459.450762
139.144883,42,459.464761
82.159173,68,459.488769
40.815851,83,459.516758
171.638444,23,459.525758
58.238972,77,459.549761
96.774892,62,459.568761
99.51142,58,459.585777
151.944919,35,459.59577
71.977186,72,459.616768
183.108095,15,459.621761
111.940213,53,459.63876
159.020339,31,459.647761
182.55264,15,459.651761
100.803385,60,459.669761
192.044793,8,459.671761
181.79071,16,459.676761
169.910548,24,459.696769
184.011035,14,459.70176
65.904593,71,459.721768
153.264371,34,459.732801
-48.383537,112,459.764791
154.591517,33,459.77476
140.899603,41,459.786791
106.238464,56,459.802792
151.585784,35,459.817789
193.3313,7,459.820792
85.685761,66,459.840759
77.188579,69,459.860792
152.025974,34,459.87077
109.46637,56,459.886789
160.318339,30,459.894791
61.08239,76,459.917765
102.945004,58,459.934798
105.10124,55,459.950796
67.009773,72,459.970759
104.463086,57,459.98679
137.174425,41,460.621647
16.405285,92,460.651612
159.375268,30,460.662613
89.89919,62,460.681612
128.166066,46,460.69862
142.402383,40,460.710613
151.921728,35,460.722615
109.743532,56,460.741613
114.505935,54,460.760637
148.539246,37,460.773614
168.481901,25,460.783177
125.376899,47,460.798177
155.418821,33,460.811182
105.69627,58,460.829206
143.312623,39,460.840206
159.950634,30,460.849207
80.022137,69,460.870224
44.819685,82,460.894219
145.132126,39,460.905214
121.982802,50,460.920179
138.373291,41,460.932221
91.757144,64,460.963213
125.032137,49,460.977211
109.739993,56,460.994436
47.757848,81,461.01848
87.967889,64,461.036479
93.770333,63,461.054471
184.403588,14,461.059483
103.215575,59,461.075446
172.852786,22,461.082478
140.251796,41,461.094455
167.902876,25,461.101449
45.54746,82,461.12548
114.080097,50,461.139484
97.605252,59,461.15648
183.049143,15,461.161478
146.543593,38,461.172476
149.809015,35,461.182477
57.732127,77,461.204485
107.642743,57,461.220477
185.02223,13,461.224446
190.865985,9,461.227445
77.905801,69,461.259478
173.372423,21,461.870655
105.154038,58,461.888664
139.626545,39,461.900655
127.114709,48,461.917659
146.149206,38,461.93066
98.274905,61,461.94866
192.087203,8,461.95166
154.703737,33,461.96166
55.538757,78,461.98866
118.670673,49,462.004657
150.069283,36,462.016657
170.258163,24,462.024657
151.469194,35,462.035657
170.135895,24,462.042657
76.913503,68,462.063657
88.709759,65,462.083657
138.352795,42,462.096657
121.053602,51,462.112693
125.089722,49,462.126659
103.6166,59,462.143659
96.23875,59,462.16066
178.098717,18,462.178692
172.51765,22,462.185685
104.321764,59,462.203691
102.484748,59,462.220691
93.181641,61,462.238689
37.494999,84,462.262657
131.558141,46,462.276695
-20.051043,104,462.306302
176.848734,19,462.312342
112.35976,55,462.328342
170.119413,24,462.334342
114.344682,51,462.349343
137.145986,43,462.362343
190.929994,9,462.365309
143.737219,38,462.376309
137.360076,43,462.388342
61.222311,76,462.411345
199.963822,1,462.411345
163.598785,28,462.419312
81.548937,68,462.439909
73.89571,71,462.460909
75.9542,70,462.493941
31.320717,87,463.1225
174.713743,21,463.130369
127.101003,46,463.14355
82.977363,67,463.168546
181.848282,16,463.174545
98.600602,61,463.193545
125.304804,49,463.211583
92.804501,58,463.230546
-5.41644,99,463.264546
160.406405,30,463.274546
33.13144,86,463.303546
63.48707,75,463.326546
108.323215,55,463.343548
180.438197,17,463.349548
146.540994,35,463.359548
100.617744,60,463.377548
98.399806,61,463.395549
151.75236,35,463.405549
119.045811,52,463.433579
183.116857,15,463.43859
121.631786,50,463.452549
147.260744,35,463.463593
81.391596,68,463.482579
185.86489,13,463.486578
149.327255,34,463.496579
171.900067,22,463.50358
160.042551,30,463.511579
189.617155,10,463.514578
56.257781,78,463.538579
124.970598,49,463.55259
34.243091,86,463.577579
189.542008,10,463.580579
84.126482,67,463.600554
86.250096,65,463.619582
172.078758,23,463.626577
159.086568,29,463.634579
123.034203,50,463.650582
127.395889,44,463.66458
151.68828,35,463.674557
89.79898,64,463.693547
146.381092,38,463.704549
141.186281,41,463.716548
148.213365,37,463.740586
114.204801,54,463.756549
104.858772,55,464.386744
133.349463,45,464.402756
100.932254,60,464.423747
181.042579,16,464.429745
195.510514,5,464.431745
36.510826,85,464.46333
119.546148,50,464.47933
66.913927,71,464.508847
113.64099,54,464.527886
-41.502972,110,464.568887
128.149954,47,464.585889
86.797495,66,464.607889
-34.076551,108,464.64189
159.1704,30,464.65089
167.495418,25,464.65889
62.087376,76,464.681885
153.967794,34,464.704889
77.123738,70,464.72689
150.513472,35,464.736889
183.954204,14,464.740891
195.528671,5,464.742891
146.882599,38,464.75389
30.836729,86,464.77989
87.214336,66,464.79889
163.251542,28,464.808515
174.741809,21,464.814516
162.387684,27,464.822514
58.182619,77,464.844516
121.411746,51,464.859516
155.319801,33,464.869519
129.057354,47,464.883524
175.590676,20,464.889522
91.536493,64,464.907514
136.933659,43,464.919524
25.34159,89,464.945512
159.553007,30,464.953544
88.584954,63,464.971166
199.965605,1,464.972208
124.391011,46,464.985207
132.945795,45,465.012175
181.705722,16,465.019032
168.721809,25,465.027591
195.559741,5,465.028587
173.070608,22,465.035596
134.560826,44,465.048598
167.989614,25,465.056598
140.648269,41,465.682588
154.942979,33,465.694587
168.5395,25,465.703588
162.056685,29,465.713588
152.171485,35,465.724588
149.83252,35,465.734588
156.538031,32,465.744586
196.713952,4,465.746586
149.582998,36,465.759601
181.871373,16,465.764594
158.329376,31,465.773597
146.22129,36,465.786586
166.611439,26,465.796589
36.479387,85,465.824211
115.853148,53,465.842211
105.899614,54,465.859212
100.146926,57,465.879251
135.229256,42,465.892237
174.619775,21,465.898228
135.997591,43,465.911233
152.938336,34,465.921262
174.837333,21,465.928261
133.658611,44,465.94026
95.5581,62,465.970234
74.742679,71,465.990259
56.676994,78,466.013585
141.655214,40,466.02555
175.390576,20,466.031593
187.180358,12,466.034578
193.301633,7,466.036581
116.677044,52,466.05158
142.492011,40,466.063585
192.115598,8,466.06558
152.26097,35,466.076583
115.913823,51,466.090582
149.967095,36,466.101576
134.926167,42,466.11358
189.393277,10,466.116585
144.998266,39,466.12758
14.868831,93,466.154583
135.573451,44,466.167549
112.133704,55,466.18358
53.692209,79,466.20658
109.578518,53,466.22158
67.703315,73,466.243557
189.582747,10,466.259548
134.237344,44,466.27158
34.70064,86,466.29658
161.822388,28,466.30555
192.043017,8,466.307548
123.258766,47,466.321213
171.476605,23,466.916429
183.262457,15,466.921424
161.772998,29,466.931423
91.814998,64,466.953392
164.161515,28,466.963423
155.043841,33,466.975431
80.361599,68,466.996424
117.99829,52,467.012388
142.813407,40,467.025389
174.893573,21,467.031388
121.115653,47,467.04839
183.229445,15,467.052431
154.133067,34,467.063423
12.584329,93,467.090425
185.181504,13,467.09439
104.469402,59,467.11339
180.238821,17,467.118431
189.58275,10,467.121429
108.460412,54,467.137426
148.845834,36,467.148425
163.077384,27,467.156425
187.092019,12,467.173422
147.011796,38,467.184424
198.888088,2,467.185391
169.839428,23,467.192429
104.994174,58,467.209433
157.428366,32,467.21943
122.015995,49,467.234434
124.313594,47,467.247434
136.425621,41,467.259435
178.838358,18,467.265434
96.025996,62,467.283434
166.397405,26,467.291447
136.520401,43,467.304478
124.424374,49,467.318474
155.38621,33,467.328475
162.369868,29,467.337443
139.498761,42,467.349465
157.008788,32,467.358453
165.415363,27,467.366468
137.000538,43,467.379469
176.761572,19,467.384463
157.684691,31,467.394473
177.70334,19,467.399466
160.196545,29,467.408467
135.801242,43,467.420464
176.330616,20,467.426471
33.585533,86,467.451437
105.670606,58,467.481473
122.197544,50,467.496473
190.754632,9,467.499433
167.57865,25,467.506443
136.198888,42,467.518443
171.673435,23,467.525462
134.784701,44,467.538475
137.04166,42,467.550477
71.430404,72,468.160993
114.644004,54,468.177994
79.211832,69,468.198995
167.061572,26,468.206995
171.379135,23,468.213994
185.722402,13,468.217995
154.175638,33,468.22999
161.398615,28,468.23999
47.823033,81,468.266994
120.55644,51,468.281995
116.738024,52,468.300994
157.132786,32,468.311992
129.476989,43,468.32799
84.768993,67,468.348563
97.932759,61,468.367566
124.110651,45,468.381575
151.91973,34,468.404566
103.891941,59,468.421599
126.862108,46,468.434599
58.933485,77,468.457233
86.464694,66,468.477239
67.636081,73,468.497273
36.700432,85,468.522386
73.989172,71,468.54336
128.905458,47,468.556386
172.779018,22,468.563387
168.900565,24,468.570386
178.874999,18,468.575385
178.309025,18,468.580386
151.216955,35,468.591357
71.387422,72,468.612387
150.422442,36,468.622384
160.305731,30,468.631391
117.877284,52,468.646387
118.899941,52,468.661366
159.283759,31,468.670384
180.082716,17,468.675385
118.991839,51,468.702386
138.708547,42,468.714386
170.036806,24,468.721386
119.592882,51,468.736385
108.933854,56,468.753386
127.043383,48,468.766387
167.34067,26,468.774395
104.228074,55,468.790387
153.718035,34,469.398958
151.922493,35,469.410959
131.463424,44,469.42796
147.565978,37,469.440958
148.129573,37,469.454957
121.040053,51,469.470957
99.999176,59,469.489957
112.021064,55,469.506957
126.766868,48,469.521958
57.738131,76,469.544464
91.583336,64,469.56597
120.399387,51,469.584979
87.58077,65,469.605978
124.238231,45,469.632006
158.824514,31,469.642007
150.03853,36,469.653006
133.209127,45,469.666005
98.178026,61,469.684018
155.243971,33,469.693984
195.580639,5,469.695983
158.563065,30,469.70502
135.117753,44,469.718012
103.714466,59,469.736013
72.409987,72,469.756971
128.330282,47,469.770972
189.568836,10,469.774015
107.851037,57,469.790013
154.801819,31,469.800017
112.861502,55,469.816005
137.177106,43,469.829014
167.916734,24,469.835731
36.41175,85,469.860765
131.266997,46,469.874764
93.583664,63,469.893732
92.994411,62,469.911733
113.939312,54,469.940732
163.030775,27,469.948765
169.890479,24,469.956769
135.892124,43,469.977508
193.27569,7,469.979532
168.018274,25,469.9875
155.723985,33,469.99753
92.116735,62,470.016498
47.682136,81,470.040498
131.562985,46,470.054498
182.793719,15,470.058498
109.385412,56,470.675618
108.097825,57,470.695611
183.084691,15,470.70061
187.219668,12,470.70461
90.97671,63,470.724612
154.350405,32,470.735611
14.149236,93,470.765612
106.435491,58,470.78461
112.764832,53,470.802622
161.778726,29,470.812611
60.431256,76,470.838226
129.969138,45,470.854223
81.344562,67,470.896233
157.85832,31,470.905231
124.561908,49,470.921226
131.572961,46,470.935226
111.941921,55,470.951268
118.248742,52,470.967257
101.836899,60,470.984258
117.515072,52,471.000267
93.752612,62,471.018948
109.129625,52,471.033943
103.211051,59,471.050941
38.352609,84,471.074912
100.695977,60,471.091915
87.071473,66,471.110941
146.357438,38,471.121944
159.687006,29,471.129943
134.275041,42,471.141944
158.522271,31,471.15092
177.57511,19,471.156941
167.617956,25,471.163908
64.588664,75,471.197941
140.111616,41,471.20991
16.29242,92,471.235918
198.909508,2,471.236909
146.455943,38,471.247941
19.140174,91,471.273944
198.916674,2,471.274911
66.422922,74,471.295942
177.291086,19,471.301945
63.558507,75,471.93667
91.880674,64,471.957667
162.631405,29,471.967667
150.194056,36,471.980668
168.721296,24,471.988667
185.827678,13,471.992667
195.49068,5,471.994667
138.688988,42,472.009667
190.897453,9,472.012666
123.930268,49,472.029666
105.449567,58,472.048665
112.725025,52,472.064665
164.112432,28,472.074668
159.15495,31,472.085676
189.211356,10,472.089676
110.124905,56,472.108665
198.880488,2,472.109666
173.644229,21,472.115665
173.226444,22,472.123665
175.245642,20,472.148669
160.393255,30,472.157669
-26.739066,106,472.189669
103.285143,55,472.205669
150.935613,33,472.214669
123.312557,49,472.22967
128.968321,47,472.243666
112.798685,55,472.260675
177.003124,19,472.265666
115.219795,54,472.281666
180.672236,17,472.286667
127.178911,47,472.300669
163.754504,28,472.309669
198.923739,2,472.309669
153.573185,33,472.319669
193.286636,7,472.321669
172.420151,22,472.328669
175.248224,20,472.334669
158.939767,30,472.342669
169.178625,24,472.350269
151.643064,35,472.36027
130.49257,44,472.374274
115.024869,50,472.389273
180.431448,17,472.394284
182.886384,15,472.399305
92.850286,61,472.416312
137.878498,40,472.428305
96.768068,62,472.460304
94.096679,63,472.481004
137.129302,43,472.494006
106.957266,55,472.509973
111.415254,52,472.525007
100.645976,60,472.549005
72.257215,72,472.572005
153.669104,34,472.581004
106.401324,54,472.597009
44.316856,82,473.21962
58.756279,76,473.245618
118.859773,50,473.260624
153.458623,32,473.27663
149.397803,34,473.289617
86.821226,60,473.313616
108.320301,56,473.341621
147.820294,36,473.354618
129.316963,44,473.375617
137.019021,43,473.397618
161.566563,28,473.407624
189.541031,10,473.42363
175.990073,20,473.429632
114.515378,53,473.445629
59.57723,77,473.46962
179.034638,18,473.475618
123.508918,49,473.489621
64.441521,75,473.511659
180.61518,17,473.516659
71.41239,72,473.538661
194.32322,6,473.54066
152.590765,33,473.550659
103.483311,59,473.568659
114.84704,54,473.584661
99.771754,60,473.602662
160.413885,30,473.61166
174.098193,21,473.61766
165.872505,25,473.625659
144.306459,39,473.637662
104.129856,59,473.65466
84.765926,67,473.675651
174.646086,21,473.681619
39.037462,84,473.707621
82.023803,67,473.739651
84.09372,66,473.759656
169.617093,23,473.765653
42.193832,83,473.790618
97.830658,61,473.808207
112.508639,54,473.82373
96.183401,62,473.841696
142.947858,39,473.853398
110.107273,56,473.869405
129.692313,47,473.882436
156.710813,32,474.502707
189.35279,10,474.50667
189.236359,10,474.51067
193.166763,7,474.513671
178.867245,18,474.52067
173.057289,22,474.53067
35.635467,85,474.564672
141.588646,41,474.57867
126.467258,48,474.594672
159.962958,29,474.603675
176.054752,20,474.609675
12.801538,93,474.640672
183.06844,15,474.646672
158.726692,31,474.655672
180.617419,17,474.661672
63.712392,75,474.700672
106.058623,58,474.718708
148.452443,35,474.729679
108.559021,55,474.746679
152.067589,35,474.756679
154.750117,32,474.766678
66.584385,74,474.787706
182.296132,15,474.79271
163.032518,28,474.800673
171.745395,23,474.807708
167.937333,25,474.814704
117.49115,52,474.829707
188.421432,11,474.832704
81.705389,66,474.851704
144.370195,39,474.862778
148.251273,37,474.873359
118.098762,52,474.888357
144.244676,38,474.899359
96.401989,62,474.916359
181.621994,16,474.921364
151.289073,33,474.931366
149.733738,34,474.941326
178.853873,18,474.946357
140.636413,41,474.958358
158.364102,30,474.967358
158.431574,31,474.976943
144.414543,36,474.999972
180.120907,17,475.005967
177.889041,18,475.010967
76.761639,70,475.030969
199.958459,1,475.031967
129.304262,47,475.044966
112.548301,55,475.060966
163.734972,28,475.071966
144.758665,38,475.084095
178.554252,18,475.089093
144.600863,39,475.101062
163.264138,28,475.109096
119.030545,52,475.124098
59.58663,74,475.146062
155.574256,32,475.155105
34.753582,86,475.797094
133.340123,45,475.812085
34.12165,86,475.838085
158.25576,31,475.849085
74.479887,71,475.872681
108.369029,56,475.89269
74.128854,71,475.91568
175.186192,20,475.94168
97.799147,56,475.959692
140.790799,41,475.971679
71.648032,72,475.993687
123.022475,50,476.008692
192.158734,8,476.011338
144.363942,39,476.022382
162.599456,29,476.031384
67.6698,72,476.051381
153.199808,33,476.06038
168.65506,25,476.068378
98.076864,61,476.085379
117.660975,52,476.100378
157.873592,31,476.109384
59.156397,77,476.131382
164.158531,28,476.139379
169.488436,24,476.146397
124.233719,49,476.160377
139.682219,41,476.172382
170.945311,23,476.178377
146.918316,38,476.189354
117.980056,52,476.204353
160.471875,30,476.213384
103.148996,59,476.243356
140.079945,41,476.254378
146.986106,38,476.265386
137.025399,41,476.277382
173.550334,21,476.284378
19.153779,91,476.310377
77.49423,70,476.330383
40.183912,84,476.354377
139.569312,40,476.367018
177.542945,19,476.372021
121.516758,51,476.387029
189.441847,10,476.390026
133.445441,44,476.403018
174.570986,21,476.410019
52.75708,79,477.058712
150.211757,34,477.069704
125.031393,49,477.086705
126.248262,47,477.101667
149.820521,36,477.113667
144.310674,39,477.1257
187.172711,12,477.129668
136.775662,43,477.142665
171.623697,22,477.149665
95.079718,62,477.1687
176.25225,19,477.187665
151.935708,35,477.200664
110.2443,56,477.220679
157.13116,31,477.230664
44.237295,82,477.254676
143.115437,40,477.266672
125.016811,49,477.281672
100.675918,60,477.299672
34.146,86,477.324677
115.952454,52,477.3397
118.540122,52,477.354699
165.534233,27,477.3627
145.666639,37,477.372699
140.298132,40,477.385676
157.663574,32,477.394681
175.05766,21,477.400698
102.989156,56,477.417698
179.352331,17,477.422698
163.734165,28,477.4317
69.234086,73,477.454698
117.713824,52,477.471669
177.737682,19,477.477742
145.864858,37,477.488865
126.345779,48,477.515895
30.559737,87,477.542895
101.991094,57,477.559896
160.91464,30,477.568865
148.084072,37,477.579899
174.363955,21,477.585899
157.347338,32,477.596864
194.425913,6,477.598864
69.403972,72,477.619898
164.441612,28,477.627896
96.182667,60,477.644897
170.069268,24,477.651901
116.837036,52,477.6669
155.203664,31,477.675896
93.495753,63,477.693896
174.30194,21,477.699894
157.931567,30,478.320446
124.878545,49,478.336446
143.122794,40,478.349479
118.972272,52,478.366446
134.590949,44,478.381032
81.425819,68,478.405031
198.923252,2,478.406032
169.575842,24,478.413031
90.990126,64,478.451031
108.607673,55,478.468033
151.352957,34,478.479033
92.669887,61,478.497614
156.752951,32,478.507622
167.172739,26,478.515623
188.412081,11,478.519623
190.827679,9,478.521623
138.571983,42,478.535635
198.92015,2,478.535635
145.940671,38,478.547632
110.622965,54,478.563622
170.886849,23,478.570623
130.771638,45,478.582653
29.656649,87,478.608641
176.175453,20,478.613653
159.658324,30,478.622655
186.520752,12,478.626667
101.553474,60,478.643656
141.792217,40,478.654659
93.251373,61,478.673658
177.467613,19,478.679664
155.018601,33,478.689656
66.730798,74,478.714653
174.669808,21,478.720654
170.231512,23,478.72766
50.641736,80,478.763661
-1.257209,98,478.792667
170.274143,23,478.799654
163.783917,28,478.807658
177.866445,18,478.812654
89.305348,61,478.830653
130.668758,46,478.844654
49.701952,79,478.867621
88.268422,60,478.884667
168.024953,24,478.89166
162.297325,29,478.90125
180.263396,17,478.906256
69.299565,73,478.927242
-4.30348,99,478.95628
188.299783,11,478.960282
89.004741,62,479.576286
116.872361,53,479.592323
96.768139,62,479.615286
123.213698,49,479.631286
158.9279,30,479.640286
114.52567,54,479.672289
128.650143,47,479.687288
143.565602,39,479.701288
81.667848,68,479.725288
195.56873,5,479.727288
88.165901,60,479.748299
95.637563,62,479.769323
16.985445,92,479.796322
120.154059,51,479.811322
166.432765,25,479.818321
128.19251,46,479.831331
179.047777,18,479.837322
152.22239,35,479.847332
171.699646,23,479.853315
128.885077,47,479.867295
84.432421,67,479.887322
148.202754,37,479.898322
56.677448,77,479.91999
148.229634,36,479.92999
144.37894,39,479.941988
69.504893,73,479.961952
140.741753,41,479.973994
174.283765,21,479.992617
167.980397,24,479.99965
137.52671,40,480.011649
56.229494,78,480.033651
141.047781,41,480.045648
131.398599,46,480.058627
99.146132,61,480.07665
75.924647,70,480.095648
76.841083,70,480.115649
195.573451,5,480.117648
98.159807,61,480.134617
95.89275,61,480.15265
129.178248,47,480.165654
112.749107,51,480.180617
171.303598,22,480.186647
141.355857,40,480.198647
168.502891,25,480.205649
55.854797,78,480.855851
91.024596,64,480.881884
81.2022,68,480.90388
125.359692,45,480.933515
179.807445,17,480.939513
59.458712,76,480.96651
143.327233,40,480.981509
141.432545,39,480.995509
152.074853,35,481.007512
61.77738,76,481.032087
168.720647,25,481.040087
190.888887,9,481.042088
74.353781,71,481.064088
164.818764,26,481.071096
184.55238,14,481.076098
138.796895,42,481.088096
120.49974,51,481.103096
89.390905,65,481.121125
92.037565,64,481.139118
140.833986,40,481.151116
85.327696,67,481.170118
180.011921,17,481.176118
162.404681,29,481.18412
131.407158,46,481.197124
42.614578,83,481.221092
3.828338,96,481.260118
130.776504,46,481.273121
171.711871,23,481.28012
29.453535,87,481.305128
182.654128,15,481.310128
150.42882,36,481.320129
-50.608406,113,481.352121
155.685639,32,481.361118
141.183333,41,481.373122
182.503735,15,481.378122
66.004905,72,481.398119
102.003477,59,481.415118
176.464195,20,481.421123
120.950898,51,481.436121
132.159107,43,481.448119
173.152255,22,481.455123
116.898854,53,481.470118
154.061458,34,481.48012
82.526803,68,482.108799
149.653943,35,482.1208
151.700293,35,482.132799
185.694551,13,482.136798
162.276745,29,482.14685
45.191442,82,482.186803
155.405507,32,482.196804
116.779762,53,482.212803
99.77004,60,482.231927
180.545232,17,482.237928
108.022284,57,482.254928
142.489329,40,482.267961
137.530423,43,482.282923
94.492919,62,482.30196
119.310105,49,482.31696
186.977113,12,482.320958
136.727614,43,482.33397
163.58961,28,482.342957
173.136677,22,482.349961
149.957038,36,482.36096
125.094722,49,482.375962
117.794994,51,482.389929
148.5253,37,482.401958
153.639078,32,482.411927
67.233624,74,482.432967
156.969039,30,482.441958
68.506536,73,482.466958
75.03952,71,482.502957
171.832613,23,482.509959
176.037959,20,482.516957
123.60161,46,482.532958
195.588166,5,482.533961
118.892266,52,482.548956
157.405108,32,482.558968
105.061305,58,482.575934
58.271999,77,482.598959
179.028871,18,482.603962
177.094937,19,482.609937
143.246749,40,482.620956
179.313713,18,482.626958
166.743749,26,482.633958
106.550763,57,482.650957
52.814076,79,482.673954
50.067513,80,482.696958
165.639061,27,482.705957
159.152384,30,482.713962
115.599753,51,482.728959
186.776404,12,482.732958
177.508375,19,482.737926
157.288463,32,482.746961
128.913458,47,483.344927
117.321837,53,483.361928
116.672436,53,483.390924
62.789147,75,483.413924
118.481605,52,483.430923
116.445454,51,483.449924
186.654904,12,483.454937
148.733243,36,483.467927
124.443746,49,483.482927
177.888232,18,483.488928
170.235722,24,483.495928
176.183659,20,483.501935
144.313939,39,483.513935
67.353753,74,483.538928
150.891975,36,483.549925
165.58246,27,483.557925
183.096413,15,483.562925
157.260446,32,483.572925
166.318575,25,483.581441
36.489532,84,483.606957
89.695504,65,483.625957
174.816017,20,483.631957
175.975915,20,483.637958
146.804554,36,483.647957
141.737207,41,483.660957
29.356644,87,483.685998
190.745818,9,483.687997
101.315766,60,483.718989
180.359636,17,483.723989
182.064501,16,483.72899
197.777562,3,483.729991
110.887232,55,483.746989
143.980298,39,483.758961
-7.556817,100,483.788992
161.979838,29,483.798993
177.734489,19,483.803992
145.890535,38,483.815989
45.913382,82,483.839991
142.509038,40,483.851993
94.357274,63,483.870992
84.232189,64,483.889991
179.008596,18,483.895993
146.276209,38,483.906993
99.830512,61,483.925958
79.197833,67,483.944991
189.584735,10,483.947989
118.853962,52,483.96399
168.378238,25,483.97156
103.294014,59,483.988686
78.827782,69,484.613655
190.820804,9,484.616655
107.804897,56,484.655654
42.826776,83,484.682653
165.022091,27,484.693655
-42.958617,111,484.733654
130.403161,46,484.748654
177.829396,19,484.755655
85.279539,67,484.779654
159.011759,31,484.791655
199.956466,1,484.791655
157.735514,30,484.801654
176.089735,20,484.807653
169.058692,25,484.814655
114.111123,54,484.831654
171.695007,23,484.838654
80.524577,68,484.858655
171.607721,23,484.865655
87.021836,64,484.883654
162.719609,28,484.892654
112.321352,55,484.908653
163.635114,28,484.916653
142.738573,40,484.928654
127.168133,47,484.941654
176.833688,19,484.947164
138.94581,42,484.959675
83.853099,67,484.991675
167.110473,26,484.999675
192.076895,8,485.001676
129.974475,43,485.014673
160.223741,29,485.022675
151.792518,35,485.032675
51.118121,80,485.056674
128.374653,44,485.068674
45.506188,82,485.092674
72.702067,71,485.113673
127.077615,48,485.127675
154.965425,33,485.136674
174.641227,21,485.143674
162.417592,29,485.151674
174.633865,21,485.157675
118.164712,52,485.172674
194.46454,6,485.174675
143.276359,40,485.186674
109.442341,56,485.203674
167.921419,24,485.210674
195.561684,5,485.212673
177.533304,19,485.217673
152.840327,34,485.227673
152.240786,35,485.237674
106.42735,58,485.868675
191.835078,8,485.871675
107.47743,53,485.900675
117.632477,52,485.916673
84.592719,66,485.938674
58.67689,77,485.966674
133.510529,45,485.981674
47.544469,81,486.008675
162.922567,27,486.016675
65.541925,75,486.043676
145.178044,37,486.057675
134.262129,41,486.071676
163.649354,28,486.081677
162.72338,28,486.093675
34.255957,86,486.118688
137.275751,41,486.130682
173.975325,21,486.136688
54.016276,79,486.159686
170.322715,24,486.166707
120.848805,51,486.181707
140.037931,41,486.193709
142.672515,40,486.204676
110.14631,55,486.232712
48.43581,81,486.256708
166.475304,26,486.264706
119.892348,51,486.279708
113.920307,54,486.295707
60.19888,75,486.317291
165.352545,27,486.324846
168.543482,25,486.332852
152.821122,34,486.341851
96.617631,62,486.35988
142.434662,40,486.371876
142.8909,38,486.382881
56.320413,78,486.404844
195.639527,5,486.406845
154.242016,33,486.416874
97.889325,61,486.433876
89.556724,63,486.452845
180.378573,17,486.457846
184.482289,14,486.461877
159.826377,30,486.470875
133.89778,44,486.482884
64.723429,75,486.503876
180.519845,17,486.50888
192.053202,8,486.511876
139.508327,41,487.160842
112.924643,54,487.177843
125.576168,49,487.192843
171.722963,23,487.199843
158.457229,31,487.208843
142.548547,40,487.221843
155.093497,31,487.231843
167.106971,26,487.239842
123.304533,50,487.255845
103.515395,56,487.273842
82.356004,67,487.297841
13.336652,93,487.326843
99.088719,61,487.347842
190.740241,9,487.351843
179.192578,18,487.35685
139.272364,42,487.369852
161.850773,29,487.378851
151.675093,34,487.38885
120.796486,51,487.403849
184.000691,14,487.408876
173.048116,22,487.414876
150.438764,35,487.424878
133.136509,45,487.437844
128.800201,47,487.451844
175.233823,20,487.457846
146.332872,38,487.480877
166.910008,26,487.488878
106.972884,56,487.504876
135.120822,44,487.517874
180.260769,17,487.522874
74.053714,71,487.543879
90.821508,59,487.560875
196.723161,4,487.561875
163.978747,28,487.569877
71.311535,71,487.589876
131.514762,46,487.60385
-51.693112,113,487.635875
160.98092,28,487.643878
187.003996,12,487.647875
76.467617,70,487.668863
157.539733,32,487.677448
119.016741,51,487.697972
107.752743,57,487.713972
177.652636,19,487.719971
126.821139,46,487.732972
66.801633,74,487.754977
165.66868,27,487.762971
184.532516,14,487.766976
180.510153,17,487.771971
71.171709,71,487.803972
59.673083,77,488.422939
66.47422,74,488.445939
104.162907,57,488.46494
