#{"t_start": 1642286527.870901, "env_id": null}
r,l,t 
161.7359,29,488.47594
85.276671,63,488.494939
119.035803,51,488.51194
81.254664,67,488.532941
194.440567,6,488.534941
139.114795,42,488.547941
160.619292,30,488.55794
179.012592,18,488.562941
176.365678,19,488.568943
188.451003,11,488.57294
96.235579,58,488.591942
95.54316,62,488.610988
124.358827,49,488.626944
155.432608,33,488.636939
118.765382,52,488.652939
108.989847,55,488.66994
13.412538,93,488.71494
171.501038,22,488.721939
193.218505,7,488.723939
118.769386,51,488.738939
124.814645,49,488.753949
78.604958,68,488.773941
170.451717,24,488.780941
87.014225,66,488.802464
90.20555,65,488.822074
178.824123,18,488.82805
1.409292,97,488.856056
153.690502,33,488.866079
169.099807,24,488.873083
82.132313,68,488.893046
128.291794,47,488.906077
173.089274,22,488.912081
126.670877,48,488.926046
86.415932,66,488.945075
14.123218,93,488.974051
193.233811,7,488.976082
74.97446,71,488.996083
130.106948,46,489.009069
146.093804,38,489.033077
153.517746,34,489.043218
162.571684,28,489.051218
110.003326,56,489.671189
81.225118,64,489.690184
45.868462,82,489.71522
49.557628,79,489.740188
138.226916,40,489.75322
85.111765,64,489.772219
134.138817,44,489.786221
135.079778,44,489.79922
135.347991,44,489.815188
140.715931,41,489.83024
183.315509,15,489.835239
103.859812,59,489.85324
87.120339,63,489.872279
137.113764,43,489.885273
115.944956,53,489.901269
153.598231,33,489.911274
158.04122,31,489.920274
143.15054,40,489.932274
152.612657,32,489.954273
134.76837,44,489.968282
177.545212,19,489.974241
-19.710172,104,490.004274
134.842618,44,490.017272
153.842656,34,490.027274
182.612054,15,490.031275
127.241409,46,490.045274
117.410722,52,490.061274
87.005402,60,490.079243
192.140273,8,490.081244
182.707797,15,490.086243
85.922019,61,490.104243
163.908491,28,490.112243
180.741039,16,490.117243
94.157441,62,490.135241
92.982489,63,490.15424
154.012034,33,490.16424
158.3712,31,490.173243
160.40899,30,490.18224
117.060725,49,490.19624
108.927977,52,490.21124
71.802263,71,490.23224
116.491316,53,490.26024
81.200325,68,490.28024
196.726494,4,490.28224
185.898392,13,490.28624
160.757914,30,490.29424
163.93749,28,490.879494
188.048297,11,490.882528
139.606436,39,490.894496
111.671493,55,490.911496
-46.848683,112,490.945496
188.369789,11,490.950496
167.879675,24,490.958496
123.397821,50,490.974495
158.910173,31,490.983492
50.145554,80,491.011496
95.761016,62,491.031496
149.262567,36,491.043493
48.644378,81,491.067493
94.563267,63,491.086509
158.153775,31,491.095504
66.206148,74,491.118509
180.756635,17,491.123505
145.131416,39,491.135527
147.449106,35,491.157495
135.301801,41,491.169528
174.311813,21,491.176524
171.365369,23,491.182534
187.184094,12,491.186526
154.128101,34,491.19653
190.799743,9,491.198525
177.472281,19,491.204526
88.825404,65,491.223494
142.072353,38,491.234506
176.863809,19,491.239536
135.597384,44,491.2525
198.895981,2,491.253504
96.26177,56,491.278524
171.515819,22,491.286524
144.161615,39,491.298495
113.599079,52,491.313493
137.36058,43,491.326513
196.716809,4,491.327513
109.771298,56,491.345515
146.372731,37,491.361516
124.518633,49,491.376513
61.69104,75,491.399513
162.052539,29,491.407513
196.774604,4,491.409513
192.093772,8,491.411514
107.320244,56,491.428521
85.361531,66,491.448515
142.75364,40,491.461512
149.888428,36,491.485514
154.154942,33,491.495553
128.911276,47,491.509552
178.575277,18,491.51555
143.137274,40,491.526567
151.870051,35,491.537513
148.18395,37,492.201489
164.128156,28,492.211489
198.895094,2,492.21249
110.388364,51,492.22849
53.366228,79,492.25249
170.214503,24,492.260488
88.725534,65,492.281491
103.470193,56,492.299486
172.868126,22,492.306487
135.086315,44,492.320488
45.072143,82,492.34749
163.309482,28,492.35949
136.40634,43,492.372488
146.572313,38,492.385488
124.084246,49,492.402488
153.57949,33,492.412487
103.603522,59,492.430488
170.185892,24,492.437487
163.943883,28,492.44651
77.58809,70,492.480518
103.62221,59,492.497516
132.129478,45,492.510553
150.675305,35,492.521564
137.125162,43,492.533513
141.977461,40,492.545513
199.950104,1,492.546513
137.956076,42,492.558524
174.740151,21,492.564513
142.319175,40,492.577513
164.421461,27,492.585513
117.053949,50,492.599513
86.756538,65,492.618513
18.9695,91,492.645512
149.717451,36,492.655513
113.583929,52,492.670513
111.845395,55,492.686512
194.300997,6,492.688513
177.180818,19,492.694516
186.008756,13,492.698514
101.734435,59,492.716014
72.690813,72,492.737014
89.952268,64,492.755014
109.348268,52,492.783056
158.456557,30,492.792052
167.240201,26,492.799052
144.883406,39,492.811058
109.099426,55,492.827055
144.140881,39,492.838053
119.269104,49,493.46126
154.859727,33,493.47126
181.808134,16,493.47626
165.310371,26,493.48426
166.392907,26,493.492268
42.588218,83,493.517261
112.267179,51,493.535259
173.225099,22,493.544258
109.096548,56,493.562258
127.521887,47,493.577267
107.645306,57,493.594258
147.705021,37,493.606259
114.376453,54,493.624259
77.168837,69,493.647262
151.272237,35,493.65826
78.866095,69,493.68026
153.060043,34,493.69026
153.401263,34,493.714262
89.159837,64,493.736261
157.341978,32,493.746261
86.780923,60,493.764262
146.209461,38,493.775273
180.399217,17,493.779272
126.675568,48,493.793271
197.826204,3,493.79427
139.884512,41,493.806264
167.048094,26,493.814263
142.604115,40,493.826262
166.60884,26,493.833263
150.385202,36,493.844263
155.680734,31,493.853263
94.552414,63,493.872262
189.612901,10,493.875263
56.845534,78,493.898263
103.028148,59,493.915263
168.352489,25,493.923263
155.134828,33,493.932262
183.170237,15,493.937263
137.777851,42,493.949263
176.267682,20,493.955263
162.394059,29,493.964262
155.75496,32,493.973273
96.359134,62,493.992327
111.934851,54,494.008328
197.827009,3,494.009328
115.054231,54,494.038341
153.575934,34,494.048335
119.251977,52,494.064328
81.224683,68,494.084328
179.389691,18,494.089328
136.995353,40,494.101328
155.067678,33,494.705358
121.737925,51,494.724346
156.86731,31,494.738346
61.410604,76,494.7704
173.976701,21,494.777392
115.049023,53,494.793392
87.389901,63,494.816388
111.836148,55,494.83639
128.586567,47,494.851393
141.173504,41,494.86539
118.121659,52,494.883404
147.770868,37,494.894407
163.67354,28,494.903406
168.668751,24,494.910405
158.424724,31,494.920402
192.123473,8,494.922407
137.305397,43,494.93542
77.997787,69,494.967424
143.008656,39,494.979423
191.824332,8,494.981472
78.821666,69,495.001467
48.833352,80,495.024435
152.822146,32,495.033468
36.673182,85,495.057461
171.540344,23,495.064468
183.100088,15,495.069474
168.725214,25,495.076469
42.385359,83,495.100468
114.802,54,495.116465
194.286496,6,495.118466
184.233588,14,495.122471
171.191994,23,495.129474
119.153143,52,495.144465
85.322455,64,495.162467
110.3249,51,495.176466
144.552934,37,495.187435
109.731565,52,495.202465
136.763764,41,495.213467
199.95047,1,495.214465
83.506975,67,495.233474
173.582603,22,495.239468
65.288796,73,495.273468
149.697561,36,495.283467
12.830906,93,495.310468
120.888114,50,495.324436
161.942081,28,495.333469
91.852149,63,495.351467
193.088798,7,495.353472
126.884941,45,495.980687
170.91249,23,495.987687
129.64649,46,496.003686
140.121156,41,496.016686
118.838098,49,496.031687
150.581623,35,496.043688
194.362704,6,496.046204
99.162721,61,496.068203
110.154821,54,496.087204
161.30008,28,496.096203
112.486971,55,496.113204
57.957893,75,496.136204
118.638815,52,496.153203
15.648433,92,496.183204
181.546664,16,496.188203
71.933034,72,496.223203
128.146124,47,496.237202
189.228906,10,496.240203
63.801148,75,496.262203
52.582899,79,496.285204
175.876374,20,496.291205
196.646777,4,496.292204
113.079865,54,496.308204
147.955959,36,496.318203
165.530346,27,496.327203
171.425743,23,496.335203
92.008995,64,496.356204
123.459699,50,496.370204
74.0167,71,496.391213
180.44423,17,496.397203
129.335238,47,496.413203
152.025413,35,496.425204
41.474349,83,496.452202
179.882683,17,496.457203
122.591574,49,496.472204
194.407036,6,496.47421
77.286772,70,496.494203
135.928158,43,496.506203
164.48424,26,496.527205
188.28895,11,496.530204
133.960412,44,496.543203
175.79175,20,496.549203
158.783614,31,496.558203
169.859699,24,496.565202
134.852612,44,496.579204
148.584073,37,496.590204
168.276223,25,496.597204
152.158106,33,496.607203
171.46976,23,496.614204
125.120308,48,496.628204
103.541403,59,497.273742
123.788055,47,497.288751
77.66,70,497.312744
23.146883,90,497.344742
97.263252,62,497.370742
94.279171,63,497.395743
185.49887,13,497.400743
170.781485,23,497.407743
72.237895,72,497.431746
187.000396,12,497.435746
157.189585,32,497.446744
37.302883,85,497.473876
170.073192,24,497.494885
169.698216,24,497.501876
149.442744,34,497.512886
172.943911,22,497.519903
175.824468,20,497.525908
134.783482,44,497.538883
137.431889,42,497.551875
80.880601,68,497.573877
180.453416,17,497.579878
129.607474,44,497.592888
189.343931,10,497.596876
143.234018,40,497.608875
178.232157,18,497.614876
71.700695,72,497.635874
155.496056,31,497.645876
150.069154,36,497.656875
98.654715,61,497.674876
131.366213,46,497.688875
24.913953,89,497.717875
114.996487,54,497.733875
109.607344,56,497.751877
163.169172,28,497.761875
146.365474,38,497.773877
88.691986,65,497.793878
165.589776,26,497.816882
193.307746,7,497.818877
129.944877,45,497.832879
56.107595,78,497.856884
193.313883,7,497.858876
75.584563,68,497.878883
131.725421,45,497.892889
163.70498,28,497.900883
159.976238,30,497.910874
137.112634,41,497.922887
159.586278,30,497.932884
159.03695,30,497.941883
129.298019,46,498.571413
168.021554,25,498.580413
105.225812,58,498.598922
90.489958,63,498.619924
129.430109,47,498.636924
184.452172,14,498.641924
28.106658,88,498.669924
79.578182,69,498.691924
138.971658,41,498.706924
133.081888,45,498.725924
195.557149,5,498.727924
161.093746,28,498.736933
138.07514,42,498.748931
89.249149,65,498.788932
6.443473,95,498.816935
91.605152,59,498.834924
116.240677,52,498.850936
195.526572,5,498.851933
196.642382,4,498.853925
157.241773,32,498.863933
84.141546,67,498.882932
167.181366,25,498.890927
183.081366,15,498.895933
162.449651,29,498.903924
105.112228,56,498.920958
182.157338,15,498.924925
140.716421,41,498.937924
149.298866,36,498.947924
-23.694531,105,498.978924
95.290012,62,498.996942
118.391859,50,499.012974
177.683249,19,499.019974
121.542777,47,499.033978
122.68857,46,499.046975
93.622125,63,499.064974
179.465217,17,499.069973
197.792396,3,499.070976
23.519466,90,499.109975
183.266832,15,499.113945
44.975185,82,499.137975
188.029458,11,499.141944
176.373103,20,499.147942
119.931535,51,499.162941
105.867081,58,499.180941
124.603233,49,499.194942
62.084241,76,499.216978
175.729216,20,499.222975
143.415888,38,499.836942
139.258407,42,499.850945
95.572066,58,499.870941
84.075625,67,499.892941
98.020336,57,499.911941
94.718854,63,499.933942
129.598536,46,499.949452
168.433024,25,499.957451
88.206176,64,499.978451
82.064082,68,499.998451
171.208849,23,500.019462
97.544094,60,500.03946
155.007575,32,500.049464
130.756286,45,500.062452
183.128185,15,500.067452
111.964347,53,500.083463
165.362168,27,500.091455
187.132253,12,500.095453
39.002946,84,500.12046
26.067998,89,500.146466
174.692283,21,500.152483
90.451271,64,500.170487
192.015052,8,500.173455
140.548857,41,500.185491
82.323873,67,500.204489
147.698679,37,500.215455
133.562268,45,500.22849
116.108772,50,500.242485
129.375267,47,500.255484
166.81709,26,500.26346
43.84574,82,500.286464
152.210811,34,500.296488
99.253613,60,500.326485
111.258311,54,500.342456
121.128857,49,500.356488
75.696047,66,500.376487
101.882649,59,500.393455
58.504652,77,500.415484
145.922226,38,500.426493
76.771144,68,500.446485
149.903451,36,500.457482
180.316615,17,500.462485
170.032673,24,500.470487
194.496644,6,500.473484
129.022912,47,501.084514
171.281494,22,501.0915
144.949442,36,501.102515
159.017648,29,501.111499
181.762818,16,501.1165
180.595801,17,501.121499
147.30796,37,501.133511
171.863387,23,501.140536
84.743074,61,501.160535
192.015893,8,501.163502
146.135012,38,501.174502
143.558669,38,501.190499
113.131714,54,501.209497
161.517379,29,501.218498
72.035671,72,501.253498
179.134545,18,501.259497
127.190711,44,501.275498
83.349292,63,501.294532
104.980981,58,501.312265
155.289025,31,501.321268
155.725165,32,501.330265
140.110339,38,501.342272
168.887798,24,501.348265
139.285362,40,501.360268
91.815856,62,501.378266
102.787128,58,501.395259
146.985733,37,501.40524
121.06426,51,501.420264
133.476456,45,501.433264
59.254677,76,501.455232
89.218942,65,501.473265
183.032754,15,501.478276
176.137994,19,501.483264
199.989769,1,501.484264
156.482606,32,501.493266
188.445448,11,501.496269
122.651321,50,501.511239
141.436797,40,501.52227
138.123332,41,501.534266
42.40758,83,501.570984
-26.873022,106,501.601989
59.401548,77,501.624954
176.332574,19,501.630985
18.232755,91,501.665987
187.225594,12,501.668983
136.976349,41,501.680989
142.674845,40,501.693985
187.936708,11,501.697983
119.351119,52,501.713983
168.713276,25,501.720984
121.174801,51,502.337507
160.014746,30,502.349464
187.138796,12,502.354463
151.586144,35,502.366463
81.817804,68,502.387465
174.495934,21,502.394499
160.562838,29,502.403498
145.349861,39,502.416465
119.988975,50,502.4345
195.628449,5,502.436501
